Título,URL,Procesado,Nota,Votos,Año,Reparto,Director,Compañías,Coproducción,Géneros,Premios,Presupuesto,Ingresos,Protagonistas
Amo tu cama rica,https://www.filmaffinity.com/es/film428283.html,Sí,5.8,2940.0,1991-01-01,"['Ariadna Gil', 'Pere Ponce', 'Cassen', 'Lina Canalejas', 'Ayanta Barilli', 'Fernando Vivanco', 'Nancho Novo', 'Clara Sanchís', 'León Klimovsky', 'Javier Bardem', 'Cayetana Guillén Cuervo', 'Isabel Ruiz de la Prada', 'David Trueba']",['Emilio Martínez-Lázaro'],"['Fernando Trueba P.C.', 'Kaplan']",[],"['Romance', 'Comedia', 'Comedia romántica', 'Comedia juvenil', 'Amistad']",[],0.0,0.0,Ariadna Gil
"No me pidas que te bese, porque te besaré",https://www.filmaffinity.com/es/film682573.html,Sí,5.8,3033.0,2008-01-01,"['Eloy Azorín', 'Pablo Rivero', 'Roberto Enríquez', 'Teresa Hurtado de Ory', 'Albert Espinosa', 'Jan Cornet', 'Lolo Herrero']",['Albert Espinosa'],['Rodar y Rodar'],[],"['Romance', 'Comedia', 'Comedia romántica', 'Discapacidad']",['2008: Premios Gaudí: 4 nom. incluyendo Mejor película en lengua no catalana'],0.0,0.0,Eloy Azorín
Hijo de Caín,https://www.filmaffinity.com/es/film920851.html,Sí,5.8,3868.0,2013-01-01,"['Julio Manrique', 'José Coronado', 'David Solans', 'Maria Molins', 'Jack Taylor', 'Helena De la Torre', 'Abril García', 'Mercè Rovira']",['Jesús Monllaó'],"['Life and Pictures', 'Salto de Eje', 'FoscaFilms']",[],"['Thriller', 'Intriga', 'Adolescencia', 'Ajedrez']","['2013: Festival de Málaga: Sección oficial de largometrajes a concurso', '2013: Premios Gaudí: 8 nominaciones incluyendo Mejor película']",0.0,0.0,Julio Manrique
Felices 140,https://www.filmaffinity.com/es/film857521.html,Sí,5.8,8286.0,2015-01-01,"['Maribel Verdú', 'Antonio de la Torre', 'Eduard Fernández', 'Marián Álvarez', 'Nora Navas', ""Álex O'Dogherty"", 'Ginés García Millán', 'Paula Cancio', 'Marcos Ruiz']",['Gracia Querejeta'],"['Foresta Films', 'Hernández y Fernández P.C', 'La Ignorancia de la Sangre', 'Tornasol Films']",[],"['Drama', 'Comedia negra', 'Amistad']","['2015: Premios Goya: 2 nominaciones', 'actriz de reparto (Álvarez & Navas)', '2015: Premios Feroz: nominada mejor actriz de reparto (Marian Álvarez)']",3000000.0,0.0,Maribel Verdú
Legado en los huesos,https://www.filmaffinity.com/es/film394249.html,Sí,5.8,9805.0,2019-01-01,"['Marta Etura', 'Leonardo Sbaraglia', 'Elvira Mínguez', 'Imanol Arias', 'Pedro Casablanc', 'Carlos Librado “Nene”', 'Itziar Aizpuru', 'Colin McFarlane', 'Susi Sánchez', 'Miquel Fernández', 'Francesc Orella', 'Benn Northover', 'Ana Wagener']",['Fernando González Molina'],"['Atresmedia Cine', 'Nadcon Film', 'Nostromo Pictures', 'ARTE', 'ZDF']",['España-Alemania'],"['Thriller', 'Intriga', 'Crimen', 'Asesinos en serie', 'Secuela']",[],0.0,0.0,Marta Etura
El triste olor de la carne,https://www.filmaffinity.com/es/film992468.html,Sí,5.8,102.0,2013-01-01,['No se encontró información de reparto'],['Cristóbal Arteaga'],['Cristóbal Arteaga'],[],"['Drama', 'Crisis económica 2008', 'Drama social']",[],0.0,0.0,No se encontró información de reparto
El diablo también llora,https://www.filmaffinity.com/es/film586454.html,Sí,5.8,120.0,1965-01-01,"['Eleonora Rossi Drago', 'Francisco Rabal', 'Alberto Closas', 'Fernando Rey', 'Graziella Galvani']",['José Antonio Nieves Conde'],"['Apo Film', 'Arturo González P.C', 'Produzioni Europee Associati (PEA)']",['España-Italia'],"['Cine negro', 'Intriga']",[],0.0,0.0,Eleonora Rossi Drago
Pepe Guindo,https://www.filmaffinity.com/es/film444649.html,Sí,5.8,188.0,1999-01-01,"['Fernando Fernán Gómez', 'Verónica Forqué', 'Antonio Resines', 'Jorge Sanz', 'Enrique San Francisco', 'Roberto Enríquez']",['Manuel Iborra'],['No se encontró información de compañías'],[],['Drama'],[],0.0,0.0,Fernando Fernán Gómez
Los fieles sirvientes,https://www.filmaffinity.com/es/film739258.html,Sí,5.8,227.0,1980-01-01,"['Amparo Soler Leal', 'Francisco Algora', 'María Isbert', 'Emilia Bayona', 'José Vivó', 'Paloma Hurtado', 'Llàtzer Escarceller']",['Francesc Betriú'],['No se encontró información de compañías'],[],['Comedia'],[],0.0,0.0,Amparo Soler Leal
El regalo de Silvia,https://www.filmaffinity.com/es/film114545.html,Sí,5.8,669.0,2003-01-01,"['Bárbara Goenaga', 'Luis Tosar', 'Víctor Clavijo', 'Adriana Domínguez', 'María Bouzas', 'Pablo Galán', 'Katyna Huberman', 'Ginés García Millán']",['Dionisio Pérez'],"['Imval Madrid', 'Lorelei Producciones', 'Bausan Films', 'Catalambo Producciones', 'Televisión de Galicia (TVG)']",['España-Chile'],['Drama'],"['2003: Premios Goya: Nominada a Mejor actor revelación (Víctor Clavijo)', '2003: Festival de Málaga: Nominada a la Biznaga de Oro']",0.0,0.0,Bárbara Goenaga
Alegría Tristeza,https://www.filmaffinity.com/es/film712201.html,Sí,5.8,709.0,2018-01-01,"['Roberto Álamo', 'Maggie Civantos', 'Claudia Placer', 'Manuela Vellés', 'Pedro Casablanc', 'Carlos Bardem', 'Andrés Gertrudix']",['Ibon Cormenzana'],"['Arcadia Motion Pictures', 'Movistar Plus+', 'Samarcanda Films', 'Televisión de Galicia (TVG)', 'Rakuten Cinema']",[],"['Drama', 'Familia']",[],0.0,0.0,Roberto Álamo
Maravillas,https://www.filmaffinity.com/es/film718832.html,Sí,5.8,812.0,1980-01-01,"['Cristina Marcos', 'Fernando Fernán Gómez', 'Enrique San Francisco', 'Francisco Merino', 'León Klimovsky', ""José Luis Fernández 'Pirri'"", 'George Rigaud', 'Micky Molina', 'José Manuel Cervino', 'Gerard Tichy']",['Manuel Gutiérrez Aragón'],['Arandano S.A'],[],"['Drama', 'Comedia', 'Cine quinqui', 'Adolescencia']",['1981: Festival de Berlín: Sección oficial de largometrajes'],0.0,201986.0,Cristina Marcos
Lucas,https://www.filmaffinity.com/es/film203542.html,Sí,5.8,919.0,2021-01-01,"['Jorge Motos', 'Jorge Cabrera', 'Jordi Aguilar', 'Irene Anula', 'Álvaro Ferrandis', 'Sergi Martínez', 'Ainhoa Ortuño', 'Máximo Pastor', 'Ana Revert']",['Álex Montoya'],"['Raw Pictures', 'Telespan 2000']",[],"['Drama', 'Thriller', 'Adolescencia']","['2021: Premios Goya: Nominada a mejor actor revelación (Jorge Motos)', '']",6000000.0,8200000.0,Jorge Motos
Tiempo sin aire,https://www.filmaffinity.com/es/film384940.html,Sí,5.8,1048.0,2015-01-01,"['Juana Acosta', 'Carmelo Gómez', 'Adriana Ugarte', 'Félix Gómez', 'Juan Pablo Shuk', 'Toni Acosta']",['Samuel Martín Mateos'],"['Tornasol Films', 'Zebra Producciones']",[],"['Drama', 'Venganza']","['2015: Festival de Málaga: Sección oficial largometrajes a concurso', '2015: Premios Goya: Nominada a Mejores efectos especiales']",0.0,0.0,Juana Acosta
A escondidas,https://www.filmaffinity.com/es/film732771.html,Sí,5.8,1523.0,2014-01-01,"['Germán Alcarazu', 'Adil Koukouh', 'Ramón Agirre', 'Álex Angulo', 'Elena Irureta', 'Ana Wagener', 'Aitor Beltrán']",['Mikel Rueda'],"['Baleuko', 'ETB']",[],"['Drama', 'Romance', 'Drama romántico', 'Inmigración', 'Homosexualidad', 'Adolescencia']","['2014: Festival de Málaga: Sección oficial largometrajes a concurso', '2014: Premios feroz: nominada mejor cartel']",0.0,0.0,Germán Alcarazu
Volverás,https://www.filmaffinity.com/es/film784445.html,Sí,5.8,1664.0,2002-01-01,"['Tristán Ulloa', 'Unax Ugalde', 'Elizabeth Cervantes', 'Joana Rañé', 'Hermann Bonnín', 'Margarita Minguillón']",['Antonio Chavarrías'],"['Oberón Cinematográfica', 'Altavista Films', 'Moro Films']",['España-México'],['Drama'],"['2003: Festival de Mar del Plata: Mejor director y mención especial', '2003: Premios Ariel: Mejor guion adaptado y fotografía. 3 nominaciones', '2002: Premios Goya: Nominada a mejor guion adaptado']",0.0,0.0,Tristán Ulloa
Territorio comanche,https://www.filmaffinity.com/es/film258208.html,Sí,5.8,3112.0,1996-01-01,"['Imanol Arias', 'Carmelo Gómez', 'Cecilia Dopazo', 'Gastón Pauls', 'Bruno Todeschini', 'Mirta Zecevic', 'Natasa Lusetic', 'Ecija Ojdanic']",['Gerardo Herrero'],"['Tornasol Films', 'Blue Dahlia Production', 'Blue Dahlia Production', 'Kompel Producciones', 'Blue Dahlia Production', 'Blue Dahlia Production']",['España-Alemania-Francia-Argentina'],"['Drama', 'Periodismo', 'Guerra de Bosnia']","['1997: Premios Goya: Nominada a mejor dir. de producción y efectos especiales', '1997: Festival de Berlín: Sección oficial de largometrajes']",0.0,0.0,Imanol Arias
Elisa y Marcela,https://www.filmaffinity.com/es/film490217.html,Sí,5.8,3346.0,2019-01-01,"['Natalia de Molina', 'Greta Fernández', 'Sara Casasnovas', 'Tamar Novas', 'María Pujalte', 'Francesc Orella', 'Lluís Homar', 'Jorge Suquet', 'Manolo Solo', 'Milo Taboada', 'Manuel Lourenzo', 'Elena Seijo', 'Luisa Merelas']",['Isabel Coixet'],"['Rodar y Rodar', 'Netflix España', 'Lanube Películas', 'Zenit', 'TV3']",[],"['Drama', 'Romance', 'Basado en hechos reales', 'Años 1900 (circa)', 'Homosexualidad']","['2019: Festival de Berlín: Sección oficial', '2019: Premios Forqué: Nominada al Premio al Cine y Educación en valores', '2019: Premios Gaudí: Mejor dirección artística. 4 nominaciones', '2020: Premios Platino: Nominada al Premio Cine y Educación en Valores']",0.0,0.0,Natalia de Molina
Cabás,https://www.filmaffinity.com/es/film479129.html,Sí,5.8,168.0,2012-01-01,"['Xabi Tolosa', 'Lorena Iglesias', 'Héctor Gómez', 'Rosa Torres', 'Julián Génisson', 'Pedro Toro', 'Vicenç Miralles', 'Elena Serrano', 'Francisco Serrano', 'Nacho Vigalondo']",['Pablo Hernando'],['No se encontró información de compañías'],[],['Drama'],[],0.0,0.0,Xabi Tolosa
Murió hace quince años,https://www.filmaffinity.com/es/film570967.html,Sí,5.8,230.0,1954-01-01,"['Rafael Rivelles', 'Francisco Rabal', 'Lyla Rocco', 'Gerard Tichy', 'Carmen Rodríguez', 'Ricardo Calvo', 'Fernando Sancho', 'Maria Piazzai']",['Rafael Gil'],['Aspa Producciones Cinematográficas S.A'],[],"['Intriga', 'Drama']",[],0.0,0.0,Rafael Rivelles
Pikadero,https://www.filmaffinity.com/es/film162284.html,Sí,5.8,244.0,2015-01-01,"['Bárbara Goenaga', 'Zorion Eguileor', 'Joseba Usabiaga', 'Itziar Lazkano', 'Pedro Arnáez', 'Lander Otaola', 'Ylenia Baglietto', 'Víctor Benjumea']",['Ben Sharrock'],['Caravan Cinema'],['España-Reino'],"['Comedia', 'Drama', 'Crisis económica 2008', 'Comedia dramática']",[],0.0,0.0,Bárbara Goenaga
Carta de amor de un asesino,https://www.filmaffinity.com/es/film706320.html,Sí,5.8,441.0,1972-01-01,"['José Luis López Vázquez', 'Serena Vergano', 'Rosa María Mateo', 'Marisa Porcel', 'José Calvo', 'Alejandro López', 'Vicente Roca', 'Manuel Tejada']",['Francisco Regueiro'],['Elías Querejeta P.C.'],[],['Drama'],[],0.0,0.0,José Luis López Vázquez
Todos los nombres de Dios,https://www.filmaffinity.com/es/film728103.html,Sí,5.8,801.0,2023-01-01,"['Luis Tosar', 'Inma Cuesta', 'Patricia Vico', 'Lucas Nabor', 'Nourdin Batan', 'Roberto Enríquez', 'Fernando Cayo', 'Farah Hamed', 'Abdelatif Hwidar', 'Intissar El Meskine', 'Antonio Buil', 'Milo Taboada', 'Joan Solé']",['Daniel Calparsoro'],"['TriPictures', 'Second Gen Pictures', 'Wanda Visión', 'Fasten Films', 'TriPictures']",[],"['Thriller', 'Intriga', 'Terrorismo']",[],0.0,0.0,Luis Tosar
Tu nombre envenena mis sueños,https://www.filmaffinity.com/es/film433962.html,Sí,5.8,1450.0,1996-01-01,"['Carmelo Gómez', 'Emma Suárez', 'Ángel de Andrés López', 'Anabel Alonso', 'Toni Cantó', 'Aitor Merino', 'Héctor Colomé', 'Simón Andreu', 'Montserrat Carulla', 'Natalia Millán', 'Nicolás Dueñas']",['Pilar Miró'],"['Sogetel', 'Central de Producciones Audiovisuales']",[],"['Drama', 'Romance', 'Thriller', 'Policíaco', 'Guerra Civil Española', 'Años 30', 'Años 40']",['1996: Festival de San Sebastián: Nominada a la Concha de Oro'],0.0,0.0,Carmelo Gómez
Hablar,https://www.filmaffinity.com/es/film737570.html,Sí,5.8,2022.0,2015-01-01,"['Raúl Arévalo', 'Juan Diego Botto', 'Sergio Peris-Mencheta', 'María Botto', 'Marta Etura', 'Miguel Ángel Muñoz', 'Antonio de la Torre', 'Álex García', 'Petra Martínez', 'Secun De La Rosa', 'Melani Olivares', 'Nur Levi', 'Estefanía de los Santos']",['Joaquín Oristrell'],"['Canal+ España', 'Sabre Producciones', 'Aquí y Allí Films']",['España'],"['Drama', 'Comedia', 'Película de episodios', 'Historias cruzadas']",['2015: Festival de Málaga: Inauguración.'],0.0,0.0,Raúl Arévalo
Historias para no contar,https://www.filmaffinity.com/es/film113115.html,Sí,5.8,3649.0,2022-01-01,"['Quim Gutiérrez', 'Alexandra Jiménez', 'Maribel Verdú', 'Nora Navas', 'Antonio de la Torre', 'Anna Castillo', 'Chino Darín', 'Àlex Brendemühl', 'María León', 'José Coronado', 'Verónica Echegui', 'Javier Rey', 'Brays Efe']",['Cesc Gay'],"['Imposible Films', 'Movistar Plus+', 'Nocontarfilm', 'RTVE', 'TV3']",[],"['Comedia', 'Drama', 'Romance', 'Película de episodios']",['2022: Premios Gaudí: Mejor actor secundario (Brendemühl)'],3849408.0,0.0,Quim Gutiérrez
Plenilunio,https://www.filmaffinity.com/es/film378902.html,Sí,5.8,4785.0,2000-01-01,"['Miguel Ángel Solá', 'Adriana Ozores', 'Juan Diego Botto', 'Fernando Fernán Gómez', 'Chete Lera', 'Charo López', 'María Galiana', 'Antonio Muñoz Molina']",['Imanol Uribe'],"['Sogecine', 'Aiete-Ariane Films']",[],"['Drama', 'Thriller', 'Asesinos en serie']","['2000: Premios Goya: 5 nom.', 'incluyendo Actor y Actriz principales (Botto y Ozores)']",0.0,0.0,Miguel Ángel Solá
Últimas voluntades,https://www.filmaffinity.com/es/film381498.html,Sí,5.8,100.0,2023-01-01,"['Fernando Tejero', 'Óscar Casas', 'Nerea Camacho', 'Carlos Santos', 'Salvador Serrano', 'Adriana Ozores', 'Toni Medina', 'Alfredo Zamora', 'Cristian Paredes', 'Eva Torres', 'Fran Abellán', 'Alfonso Desentre', 'Cesar Oliva']",['Joaquín Carmona Hidalgo'],"['Biopic Films', 'La Charito Films', 'Maskeline']",[],"['Thriller', 'Drama', 'Intriga', 'Crimen']",[],0.0,0.0,Fernando Tejero
La telaraña,https://www.filmaffinity.com/es/film208217.html,Sí,5.8,145.0,1990-01-01,"['Fernando Guillén', 'Sergi Mateu', 'Ramon Madaula', 'Amparo Soler Leal', 'Jordi Dauder', 'Alfredo Luchetti', 'Ovidi Montllor', 'Patxi Bisquert', 'Ana Lizarán', 'Montse Guallar', 'Joan Borrás', 'Josep Minguell', 'Ricard Borrás', 'Carles Sales', 'Joana Rañé', 'Josep Solans']",['Antoni Verdaguer'],['Floc'],[],"['Drama', 'Años 1900 (circa)']",[],0.0,0.0,Fernando Guillén
El maestro,https://www.filmaffinity.com/es/film308766.html,Sí,5.8,202.0,1957-01-01,"['Aldo Fabrizi', 'Alfredo Mayo', 'Mary Lamar', 'Félix Fernández', 'Julio Sanjuán', 'José Calvo', 'Mercedes Barranco']",['Aldo Fabrizi'],"['Gladiator Film', 'Unión Films']",['España-Italia'],"['Drama', 'Enseñanza']",['1957: Venecia: Nominada al León de Oro'],0.0,0.0,Aldo Fabrizi
Los clarines del miedo,https://www.filmaffinity.com/es/film103991.html,Sí,5.8,213.0,1958-01-01,"['Francisco Rabal', 'Rogelio Madrid', 'Silvia Solar', 'Manuel Luna', 'Ángel Ortiz', 'Rosita Valero', 'José Marco Davó', 'José María Labernie', 'Luis Roses', 'José María Tasso']",['Antonio Román'],['Procusa'],[],"['Drama', 'Toros']",[],0.0,0.0,Francisco Rabal
Sicixia,https://www.filmaffinity.com/es/film811174.html,Sí,5.8,371.0,2016-01-01,"['Monti Castiñeiras', 'Marta Lado', 'Arantxa Villar', 'Artur Trillo', 'Daniel Trillo', 'Melania Cruz', 'Tamara Canosa']",['Ignacio Vilar'],['Via Láctea Filmes'],[],"['Drama', 'Romance', 'Vida rural']","['2016: Festival Cinespaña de Toulouse: Mejor actriz (Marta Ledo)', '2016: Festival de Gijón: Sección oficial largometrajes a concurso']",0.0,0.0,Monti Castiñeiras
Tuya siempre,https://www.filmaffinity.com/es/film687487.html,Sí,5.8,530.0,2007-01-01,"['Flora Martínez', 'Nancho Novo', 'Rubén Ochandiano', 'José Coronado', 'Andrés Gertrudix', 'Caroline Henderson']",['Manuel Lombardero'],"['Pastora Delgado P.C', 'Films de Ultramort']",[],"['Drama', 'Romance']","['2007: Festival de Málaga: 3 premios', 'incluyendo mejor actor de reparto (Novo)', '2007: Premios Goya: Nominada a mejor sonido']",0.0,0.0,Flora Martínez
La campana del infierno,https://www.filmaffinity.com/es/film217283.html,Sí,5.8,700.0,1973-01-01,"['Renaud Verley', 'Viveca Lindfors', 'Alfredo Mayo', 'Maribel Martín', 'Nuria Gimeno', 'Christina von Blanc', 'Saturno Cerra', 'Nicole Vesperini', 'Erasmo Pascual']",['Claudio Guerín'],['Hesperia Films'],['España-Francia'],"['Terror', 'Thriller']",[],0.0,0.0,Renaud Verley
Marta y alrededores,https://www.filmaffinity.com/es/film113371.html,Sí,5.8,786.0,1999-01-01,"['Marta Belaustegui', 'Tristán Ulloa', 'Lola Dueñas', 'Sergi Calleja', 'Roberto Enríquez', 'María José Millán', 'Nieve de Medina', 'Rocío Calvo', 'Álvaro Tobaruela']",['Nacho Pérez de la Paz'],"['Clave Producciones', 'Alta Films']",[],"['Comedia', 'Drama']",[],0.0,0.0,Marta Belaustegui
Historias de la televisión,https://www.filmaffinity.com/es/film311494.html,Sí,5.8,1262.0,1965-01-01,"['Tony Leblanc', 'Concha Velasco', 'José Luis López Vázquez', 'Antonio Garisa', 'Alfredo Landa', 'Gracita Morales', 'Antonio Ozores', 'Rafaela Aparicio', 'José Calvo', 'José Alfayate', 'Manuel Alexandre', 'José Luis Coll', 'Paco Morán']",['José Luis Sáenz de Heredia'],"['Hesperia Films', 'Pedro Masó']",[],"['Comedia', 'Televisión']",[],0.0,0.0,Tony Leblanc
Un hombre de acción,https://www.filmaffinity.com/es/film183121.html,Sí,5.8,2002.0,2022-01-01,"['Juan José Ballesta', 'Miki Esparbé', 'Luis Callejo', ""Liah O'Prey"", 'Alexandre Blazy', 'Ben Temple', 'Ana Polvorosa', 'Fred Adenis', 'Josean Bengoetxea', 'Jon Olivares', 'Monica Lamberti', 'Bastien Ughetto', 'Tomás Pozzi']",['Javier Ruiz Caldera'],"['Ikiru Films', 'La Pulga y El Elefante', 'La Terraza Films', 'Netflix']",[],"['Drama', 'Biográfico', 'Años 40', 'Años 50', 'Años 60', 'Años 70', 'Robos & Atracos']",[],0.0,0.0,Juan José Ballesta
El hombre de arena,https://www.filmaffinity.com/es/film637584.html,Sí,5.8,2488.0,2007-01-01,"['Hugo Silva', 'María Valverde', 'Irene Visedo', 'Alberto Jiménez', 'Samuel Le Bihan', 'Mercedes Sampietro', 'Ana Torrent', 'Silvia Marty', 'Gabrielle Lazure', 'Héctor Noas', 'Miguel de Lira', 'Joan Llaneras', 'Ana Ruiz']",['José Manuel González'],"['Iroko Films', 'Las Siete Sillas', 'Adivina Producciones']",[],"['Drama', 'Romance', 'Años 60']",[],0.0,0.0,Hugo Silva
El maestro de esgrima,https://www.filmaffinity.com/es/film972535.html,Sí,5.8,3039.0,1992-01-01,"['Assumpta Serna', 'Omero Antonutti', 'Joaquim de Almeida', 'José Luis López Vázquez', 'Miguel Rellán', 'Alberto Closas', 'Elisa Matilla', 'Ramón Goyanes', 'Juan Jesús Valverde', 'Paco Vidal', 'Tomás Repila', 'Marcos Tizón', 'Miguel Ángel Salomón', 'Sonsoles Benedicto']",['Pedro Olea'],"['Altube Films', 'Origen PC']",[],"['Drama', 'Histórico', 'Siglo XIX', 'Capa y espada', 'Esgrima']","['1992: 3 Premios Goya: Mejor guión adaptado', 'banda sonora y vestuario. 11 nom.']",0.0,0.0,Assumpta Serna
