Actor,Peliculas,Sexo
Manuel Arbó,"['Cielo negro', 'El último caballo', 'Cómicos', 'Esa pareja feliz', 'El clavo', 'El hombre que se quiso matar', 'Fulano y Mengano', 'La ironía del dinero', 'Duelo en la cañada', 'Don Lucio y el hermano Pío', 'Eloísa está debajo de un almendro', 'Nadie lo sabrá', 'El marqués de Salamanca', 'El guardián del paraíso', 'El señor Esteve', 'Pequeñeces', 'La visita que no tocó el timbre', 'El hombre que se quiso matar', 'Don Quintín el amargao', 'La ciudad no es para mí', 'El capitán Veneno', 'La luna vale un millón', 'El frente de los suspiros', 'La hija de Juan Simón', 'Viaje sin destino', 'Jeromín', 'Agustina de Aragón', 'Porque te vi llorar', 'Bambú', 'Un vampiro para dos', 'Nobleza baturra', 'Las chicas de la Cruz Roja', '¡A mí la legión!', 'María de la O', 'Raza (AKA El espíritu de una raza)', 'El pequeño coronel']",Hombre
Manuel Aroca,['La gata'],Hombre
Manuel Ayuso,"['¡Bruja, más que bruja!', 'El monosabio', 'Camada negra', 'Brandy', 'Comando Txikia (Muerte de un presidente)']",Hombre
Manuel Bandera,"['¡Átame!', 'Las cosas del querer', 'Pajarico', 'Más allá del jardín', 'Kika', 'Demasiado corazón', 'Las cosas del querer II', 'Tirano Banderas', 'Bámbola', 'Una chica entre un millón', 'Parada en el Infierno', 'Don Mendo Rock ¿La venganza?']",Hombre
Manuel Barceló,['Yo'],Hombre
Manuel Barrio,['Diferente'],Hombre
Manuel Bedoya,['Los que no fuimos a la guerra'],Hombre
Manuel Beltrán,['Un invierno en Mallorca'],Hombre
"Manuel Benítez ""El Cordobés""","['Aprendiendo a morir', 'Chantaje a un torero']",Hombre
Manuel Beringola,['Calabuch'],Hombre
Manuel Bronchud,"['[•REC]', 'La muerte de Mikel', 'Las crueles', 'La cuarta ventana']",Hombre
Manuel Burque,"['Requisitos para ser una persona normal', 'La vida padre', 'Es por tu bien', 'Operación Camarón', '¡Vaya vacaciones!']",Hombre
Manuel Calatrava,['El E.T.E. y el Oto'],Hombre
Manuel Camacho,['Entrelobos'],Hombre
Manuel Cano,"['A sangre fría', 'Luces de bohemia']",Hombre
"Manuel Cano ""El Pireo""",['Currito de la Cruz'],Hombre
Manuel Cantarero del Castillo,['La chica del gato'],Hombre
Manuel Castillo,['10.000 noches en ninguna parte'],Hombre
Manuel Cauchi,['Ágora'],Hombre
Manuel Cañada,['Jaulas'],Hombre
Manuel Cañadas,['Jaulas'],Hombre
Manuel Clavo,"['La semana del asesino', 'Epílogo']",Hombre
Manuel Collado,"['¡Adiós, Mimí Pompón!']",Hombre
Manuel Cortés,"['Crebinsky', 'Cuñados']",Hombre
Manuel Cucala,['El olivo'],Hombre
Manuel De Benito,"['7 días de enero', 'Chocolate', 'Cinco tenedores', 'Los violadores del amanecer']",Hombre
Manuel Dicenta,"['A hierro muere', 'Morena Clara', 'El señor Esteve', 'Embajadores en el infierno', 'Fuenteovejuna', 'Teresa de Jesús', 'La princesa de los Ursinos']",Hombre
Manuel Dios,['Somne'],Hombre
Manuel Domínguez Luna,['Nueve cartas a Berta'],Hombre
Manuel Díaz González,"['Atraco a las tres', 'El salario del crimen', 'Madrugada', 'Mañana...', 'Fortunata y Jacinta', 'Una pareja... distinta']",Hombre
Manuel Escalera,['Al ponerse el sol'],Hombre
Manuel Fadón,"['El monosabio', 'Camada negra']",Hombre
Manuel Feijoo,"['Para que no me olvides', 'No te fallaré']",Hombre
Manuel Fernández,['Casas viejas'],Hombre
Manuel Fernández Pin,['El ojo de cristal'],Hombre
Manuel Galiana,"['Stico', 'Mi hija Hildegart', 'Luz de domingo', 'X', 'Sangre de mayo', 'La balsa de piedra', 'Camera Café, la película', 'Palabras de amor', 'El furgón']",Hombre
Manuel Gallardo,['Tierra de todos'],Hombre
Manuel Gancedo,"['Tres 60', 'Superagente Makey', 'Ellos robaron la picha de Hitler']",Hombre
Manuel García,['Vidas pequeñas'],Hombre
Manuel Gas,"['El Judas', 'Brigada criminal', 'La oscura historia de la prima Montse', 'Españolear']",Hombre
Manuel Gelin,['La tumba de los muertos vivientes'],Hombre
Manuel Gil,"['Los atracadores', 'Juventud a la intemperie', 'El señor de La Salle', 'A solas contigo', 'Demasiado corazón', 'La batalla del domingo', 'Sor Ye-yé', 'Pierna creciente, falda menguante', 'Botón de ancla']",Hombre
Manuel Gonzalo,['La Dolores'],Hombre
Manuel González,['Alma de Dios'],Hombre
Manuel Grimaldi,['Casas viejas'],Hombre
Manuel Guitián,"['Un hombre va por el camino', '¡Arriba Hazaña!', 'La larga noche de los bastones blancos', 'Los que no fuimos a la guerra', 'El monosabio', 'Habla, mudita', 'Bombas para la paz', 'Carmen, la de Ronda', 'La fierecilla domada', 'La hermana San Sulpicio', 'Saeta del ruiseñor', 'Virilidad a la española']",Hombre
Manuel Gullón,['Soldados de plomo'],Hombre
Manuel Gómez-Álvarez,['A ciegas'],Hombre
Manuel Hidalgo,['Mujeres en el parque'],Hombre
Manuel Huedo,['La tribu'],Hombre
Manuel Huete,"['Madrid', 'Bajarse al moro', 'Las truchas', 'La mano negra', 'Pasodoble', 'Hay que deshacer la casa', 'El vuelo de la paloma', 'El baile del pato', 'Vecinos', 'Miss Caribe']",Hombre
Manuel José Chaves,['Loving Pablo'],Hombre
Manuel Kayser,"['Los últimos de Filipinas', 'Fuenteovejuna', 'La mies es mucha']",Hombre
Manuel Larrea,['La Rusa'],Hombre
Manuel Lorenzo,"['El crack', 'El crack Dos', 'Asignatura aprobada']",Hombre
Manuel Lourenzo,['Elisa y Marcela'],Hombre
Manuel Lozano,"['La lengua de las mariposas', ""You're the One (Una historia de entonces)"", 'Eres mi héroe', 'Más pena que gloria', 'Historia de un beso', 'Mia Sarah', 'Lázaro de Tormes', 'Somos gente honrada', 'Nos miran']",Hombre
Manuel Luis,"['La señora Brackets, la niñera, el nieto bastardo y Emma Suárez']",Hombre
Manuel Luis Martín,['El niño es nuestro'],Hombre
Manuel Luna,"['El crimen de la calle de Bordadores', 'Morena Clara', 'El piyayo', 'Carmen, la de Triana', 'Locura de amor', 'Fuenteovejuna', 'Los clarines del miedo', 'Malvaloca', 'Nobleza baturra', 'El alcalde de Zalamea', 'La duquesa de Benamejí', 'Las inquietudes de Shanti Andía', 'La leona de Castilla', 'El escándalo', 'Morena Clara', 'La Dolores', 'Agustina de Aragón', 'Currito de la Cruz', 'La Lola se va a los puertos', 'Lola la piconera', 'La hermana San Sulpicio', '¡A mí la legión!', 'María de la O']",Hombre
Manuel M. Velasco,['Wax'],Hombre
Manuel Maestro,"['Cosas que hacer antes de morir', 'Benidorm mon amour']",Hombre
Manuel Manquiña,"['El apóstol', '¡Salta!', 'Airbag', 'El lápiz del carpintero', 'Sé quién eres', 'Sobreviviré', 'La caja', 'Lena', 'Pídele cuentas al rey', 'El caballero Don Quijote', 'Mararía', 'El robo más grande jamás contado', 'Finisterre', 'Lobos de Arga', 'Antes de la quema', 'Haz conmigo lo que quieras', 'Entre vivir y soñar', 'Neckan', 'Los muertos van deprisa', 'Frontera Sur', 'Matías, juez de línea', 'La matanza caníbal de los garrulos lisérgicos', 'Cosa de brujas', 'Gente pez', 'Atilano, presidente', 'Un rey en La Habana', 'Año mariano', 'Miau', 'Rey Gitano', 'Locos por el sexo', 'Pata negra', 'Los managers', 'Bajo aguas tranquilas']",Hombre
Manuel Manzaneque,"['El próximo otoño', 'Posición avanzada', 'La marca del hombre lobo']",Hombre
Manuel Martínez,"['Estigmas', 'Capitán Trueno y el Santo Grial']",Hombre
Manuel Martínez Roca,['La mitad de Óscar'],Hombre
Manuel Medina,['La central'],Hombre
Manuel Menárguez,"['Seve', 'A diente de perro']",Hombre
Manuel Millán,"['¡Ay, Carmela!', 'Las cartas de Alou', 'El año de la garrapata', 'Mia Sarah', 'Atraco a las 3... y media']",Hombre
Manuel Miranda,['Jandro'],Hombre
Manuel Molina,['Rey Gitano'],Hombre
Manuel Monje,['Secretos del corazón'],Hombre
Manuel Monroy,"['El indulto', 'El beso de Judas', 'Diferente', 'El sistema Pelegrín', 'El balcón de la luna', 'El día de los enamorados', 'El pescador de coplas', 'Viaje de novios']",Hombre
Manuel Montiano,['Casas viejas'],Hombre
Manuel Morón,"['Celda 211', 'El bola', 'AzulOscuroCasiNegro', 'La noche de los girasoles', 'Smoking Room', '7 años', 'Incautos', 'Mataharis', 'La espera', 'El traje', '25 kilates', 'Yoyes', 'Retrato de mujer blanca con pelo cano y arrugas', 'Aunque tú no lo sepas', 'Cinco metros cuadrados', 'Una pasión singular', 'El principio de Arquímedes', '¿Por qué se frotan las patitas?', 'Marsella', 'Cerca de tu casa', 'Nadie conoce a nadie', 'Nada en la nevera', 'El verano que vivimos', 'La sombra de nadie', 'Malnazidos', 'Mi querida cofradía', 'Amor en defensa propia', 'Salvajes', 'Canícula', 'Èxode, de la batalla a la frontera (TV)', 'Teresa: el cuerpo de Cristo', 'Esperpentos', 'Tres 60', 'Hienas', 'Franky Banderas']",Hombre
Manuel Mur Oti,"['Segundo López, aventurero urbano']",Hombre
Manuel Muñiz,['España otra vez'],Hombre
Manuel Noguera,['Fogueo'],Hombre
Manuel Ojeda,['Hijos del viento (Entre la luz y las tinieblas)'],Hombre
Manuel París,['La vida en un hilo'],Hombre
Manuel Peiró,"['La venganza', 'Salto a la gloria', '15 bajo la lona']",Hombre
Manuel Pereiro,"['La larga noche de los bastones blancos', 'El carnaval de las bestias', 'Escalofrío', 'El retorno del hombre lobo', 'África', 'Reina Zanahoria']",Hombre
Manuel Peyró,"['Historias de Madrid', 'Venta de Vargas']",Hombre
Manuel Peñalva,['Ligones'],Hombre
Manuel Pizarro,['Enterrados'],Hombre
Manuel Porto,['Hormigas en la boca'],Hombre
Manuel Pumares,['Longa noite'],Hombre
Manuel Pérez,"['Contigo no, bicho']",Hombre
Manuel Requena,"['Domingo de carnaval', 'Nadie lo sabrá', 'Ella, él y sus millones', 'El marqués de Salamanca', 'Tuvo la culpa Adán', 'Goyescas', 'Con la vida hicieron fuego', 'La pícara molinera']",Hombre
Manuel Rojas,"['Los dos golfillos', 'Los guerrilleros']",Hombre
Manuel Romo,['Kárate a muerte en Torremolinos'],Hombre
Manuel Román,['El milagro de P. Tinto'],Hombre
Manuel Salas,"['La mancha negra', 'Toro']",Hombre
Manuel San Francisco,['Llegar a más'],Hombre
Manuel San Martín,['Juego de Luna'],Hombre
Manuel San Román,"['Barrio', 'Porque te vi llorar']",Hombre
Manuel Santiago,['Yo soy la Juani'],Hombre
Manuel Sierra,['La regenta'],Hombre
Manuel Solás,"['Gallino, the Chicken System']",Hombre
Manuel Summers,"['El arte de vivir', '¡Vente a Alemania, Pepe!', 'Aunque la hormona se vista de seda...']",Hombre
Manuel Sánchez Ramos,['El rey de la montaña'],Hombre
Manuel Tallafé,"['El día de la bestia', 'Techo y comida', 'Crimen ferpecto', 'Balada triste de trompeta', 'Jaulas', 'La chispa de la vida', '800 balas', 'La lista de los deseos', 'Muertos de risa', 'Un buen día lo tiene cualquiera', 'Lejos del mar', 'Di que sí', 'La hermandad', 'El kaserón', 'Los managers', 'Ellos robaron la picha de Hitler']",Hombre
Manuel Tejada,"['El crack', 'La comunidad', 'Condenados a vivir', 'Posición avanzada', 'Carta de amor de un asesino', 'Balada triste de trompeta', 'Sangre de mayo', 'No somos ni Romeo ni Julieta', 'La mujer del juez', 'Cinco almohadas para una noche', 'Hermana, ¿pero qué has hecho?', 'Los extremeños se tocan']",Hombre
Manuel Torremocha,"['Los dinamiteros', 'Stico', 'Proceso a Jesús', 'Mi general', 'Más fina que las gallinas']",Hombre
Manuel Torres,"['La mujer del ministro', 'Family Tour']",Hombre
Manuel Toscano,['¡Se armó el belén!'],Hombre
Manuel Vega,['Lobo feroz'],Hombre
Manuel Veiga,"['La educación de las hadas', 'La rubia del bar']",Hombre
Manuel Velasco,"['Hay que educar a papá', '40 grados a la sombra']",Hombre
Manuel Zarzo,"['Los santos inocentes', 'Los golfos', 'El Lute: Camina o revienta', 'Stico', 'El color de las nubes', 'Sierra maldita', 'La primera noche de mi vida', 'Entre tinieblas', 'El precio de un hombre', 'Llegar a más', 'Posición avanzada', 'Epílogo', 'Llanto por un bandido', 'Sabían demasiado', 'Los nuevos españoles', 'Odio mi cuerpo', 'Latidos de pánico', 'El balcón de la luna', 'De camisa vieja a chaqueta nueva', 'Suspendido en sinvergüenza', '¡Ahí va otro recluta!', 'El padre de la criatura', 'El abuelo tiene un plan', 'Nuevo en esta plaza', 'La noche del ejecutor', 'El pescador de coplas', 'Blockbuster', 'Hoy como ayer', 'Margarita se llama mi amor', 'La fortaleza', 'El soplagaitas', 'Los guardiamarinas', 'Aprendiendo a morir', 'El cura ya tiene hijo', 'Lo verde empieza en los Pirineos', 'El pecador impecable', 'El señor está servido', 'Susana', 'Proyecto Dos', 'Saeta del ruiseñor', 'País, S.A.', 'Al ponerse el sol', 'Cinco almohadas para una noche', 'Zorrita Martínez', 'Serie B']",Hombre
Manuel de Blas,"['El Lute: Camina o revienta', 'Ama', 'La noche oscura', 'El perro', 'Una pasión singular', 'Don Juan en los infiernos', 'La voz de su amo', 'Redondela', 'Dragon Rapide', 'Chevrolet', 'El jorobado de la Morgue', 'Odio mi cuerpo', 'Cinco tenedores', 'La viuda del Capitán Estrada', 'El túnel', 'Sordo', 'Hombre muerto no sabe vivir', 'Malaventura', 'El juego más divertido', 'A 45 revoluciones por minuto', 'El coleccionista de cadáveres', 'El karate, el Colt y el impostor', 'Los monstruos del terror', 'Arderás conmigo', 'Verano 70', 'El buque maldito', 'La chica del Molino Rojo', 'La orgía nocturna de los vampiros', 'Un rey en La Habana', 'Estándar', 'Desafinado', 'Marbella, un golpe de 5 estrellas', 'Pepito Piscinas', 'XP3D']",Hombre
Manuel de Juan,"['Los peces rojos', 'La vida por delante', 'El inquilino', 'La vida alrededor', 'Fedra', 'Apartado de Correos 1001', 'La revoltosa', 'La hija de Juan Simón', 'El cristo de los faroles', 'Bello recuerdo']",Hombre
Manuel de Melero,"['Un marido a precio fijo', 'Botón de ancla']",Hombre
Manuel de la Calva,"['Búsqueme a esa chica', 'Botón de ancla', 'Escala en Tenerife', 'Una chica para dos']",Hombre
Manuel Ángel Egea,['7 días de enero'],Hombre
Manuela Arcuri,"['Juana la Loca', 'Cosa de brujas']",Mujer
Manuela Camacho,"['El monosabio', 'La miel']",Mujer
Manuela Martelli,['El árbol magnético'],Mujer
Manuela Nieto,['Todos queremos lo mejor para ella'],Mujer
Manuela Pal,['Abrígate'],Mujer
Manuela Rodríguez,['No somos ni Romeo ni Julieta'],Mujer
Manuela Torres,['Castillos de cartón'],Mujer
Manuela Vargas,"['La flor de mi secreto', 'España otra vez']",Mujer
Manuela Velasco,"['La ley del deseo', '[•REC]', '[•REC]²', 'Antes de la quema', 'Amigos...', 'El club de los suicidas', '[•REC] 4: Apocalipsis', 'Holmes & Watson. Madrid Days', 'School Killer (El vigilante)', 'Hienas']",Mujer
Manuela Vellés,"['Camino', 'La novia', 'Secuestrados', 'Alegría Tristeza', 'Caótica Ana', 'Retornos', 'Lobos sucios', 'Somos gente honrada', 'Culpa', 'Al final todos mueren', 'Musa', 'Buscando a Eimish', 'La influencia']",Mujer
Mapi Galán,"['El detective y la muerte', 'Shacky Carmine', 'La lengua asesina']",
Mapy Cortés,"['¡Centinela, alerta!']",
Mar Ayala,['De chica en chica'],Mujer
Mar Balaguer,['A diente de perro'],Mujer
Mar Bordallo,['Los reyes magos'],Mujer
Mar Colàs,['¡Excusas!'],Mujer
Mar Corzo,['La llamada'],Mujer
Mar Flores,"['Los años desnudos. Clasificada S', 'La vuelta de El Coyote', 'Resultado final']",Mujer
Mar Regueras,"['La flaqueza del bolchevique', 'Volando voy', 'Rencor', 'GAL', 'Ninette', 'Los Totenwackers']",Mujer
Mar Saura,"['La puerta abierta', 'El mundo es suyo', '¿Qué te juegas?', 'El rey de la granja']",Mujer
Mar Sodupe,"['Hierro', 'Eskalofrío', 'Ausentes']",Mujer
Mar Ulldemolins,"['Las 2 vidas de Andrés Rabadán', 'Mil cretinos']",Mujer
Mar del Hoyo,"['Barcelona, noche de verano', 'A 1000 km de la Navidad', 'Gallino, the Chicken System']",Mujer
Mara Berni,['El expreso de Andalucía'],Mujer
Mara Bestelli,['Moscas'],Mujer
Mara Blanco,['Vulnerables'],Mujer
Mara Cruz,"['Duelo en la cañada', 'Madrugada', 'Tres de la Cruz Roja', 'Siempre es domingo', 'Dos cruces en Danger Pass', 'Operación cabaretera', 'Cuidado con las señoras', 'Imposible para una solterona']",Mujer
Mara Escalante,['Operación Concha'],Mujer
Mara Goyanes,"['La vida alrededor', 'Aquella casa en las afueras', 'Muere una mujer', 'El alcalde y la política']",Mujer
Mara Guil,"['El buen patrón', 'La lista de los deseos', 'El universo de Óliver', 'El intercambio']",Mujer
Mara Laso,"['Gritos en la noche', '091, policía al habla', 'La paz empieza nunca', 'La chica del gato', 'Torrejón City', 'Enseñar a un sinvergüenza']",Mujer
Mara Vila,['El puente'],Mujer
Marc Almodovar,"['Frederica Montseny, la mujer que habla', 'Kepler Sexto B', 'El Cover', 'Nieva en Benidorm']",Hombre
Marc Balaguer,"['Héroes', '100 metros']",Hombre
Marc Barbena,['La revolución de los ángeles'],Hombre
Marc Bonnin,"['42 segundos', 'El vientre del mar']",Hombre
Marc Cartanyà,['Creatura'],Hombre
Marc Cartes,"['Animales heridos', 'Amor idiota', 'A la deriva']",Hombre
Marc Clotet,"['La voz dormida', 'El jugador de ajedrez', 'La Estrella', 'La luz con el tiempo dentro', 'Caribe, todo incluido']",Hombre
Marc Domenech,['Secuestro'],Hombre
Marc Ferrer,"['La amiga de mi amiga', '¡Corten!', 'Puta y amada', 'La maldita primavera', 'Nos parecía importante']",Hombre
Marc García,['25 kilates'],Hombre
Marc García Coté,"['Barcelona, noche de verano', 'Todos los caminos de Dios', 'El sexo de los ángeles', 'Ovella']",Hombre
Marc Homs,"['Desaparecer', 'Año de Gracia']",Hombre
Marc Martínez,"['Morir (o no)', 'No sé decir adiós', 'Live is Life. La gran aventura', 'El cónsul de Sodoma', 'Verano en rojo', 'El pianista', '¿Qué te juegas, Mari Pili?', 'Historias de la puta mili', 'Faust: La venganza está en la sangre']",Hombre
Marc Montañés,['Otel·lo (Otello)'],Hombre
Marc Pociello,['El sexo de los ángeles'],Hombre
Marc Puiggener,['Black Hollow Cage'],Hombre
Marc Recha,"['Un día perfecto para volar', 'Días de agosto']",Hombre
Marc Ribera,['Mi vacío y yo'],Hombre
Marc Rodríguez,"[""Tu vida en 65'"", 'El fotógrafo de Mauthausen', 'Dictado', 'El kaserón']",Hombre
Marc Soler,['La niña de la comunión'],Hombre
Marc Soto,['Petit indi'],Hombre
Marc Velasco,['La central'],Hombre
Marc de Semir,['Las aventuras de Zipi y Zape'],Hombre
Marcel Barrena,['Emergo'],Hombre
Marcel Borrás,"['Incierta gloria', 'Puzzled Love', 'El mal ajeno', 'Cruzando el límite', 'Èxode, de la batalla a la frontera (TV)', 'Tres metros sobre el cielo', 'Ahora o nunca', 'El diario de Carlota']",Hombre
Marcel Bozzuffi,['Adiós pequeña'],Hombre
Marcel Ibero,['Caniche'],Hombre
Marcel Tomàs,['Dos a la carta'],Hombre
Marcela Walerstein,"['El cielo abierto', 'Muerte en Granada', 'Una chica entre un millón', 'Manolito Gafotas en ¡Mola ser jefe!']",Mujer
Marcela Yurfa,"['Esa mujer', 'Molokai, la isla maldita']",Mujer
Marcelina Núñez,['Cuernos de mujer'],Mujer
Marcelino Ornat,['Bombas para la paz'],Hombre
Marcella Valeri,['Se necesita chico'],Mujer
Marcelo Arroita-Jáuregui,"['La duda', 'La visita que no tocó el timbre', 'El otro árbol de Guernica', 'De camisa vieja a chaqueta nueva', 'Las estrellas están verdes']",Hombre
Marcia Bell,"['Los liantes', 'Cuando el cuerno suena']",Mujer
Marcia Gay Harden,['Tardes de Gaudí'],Mujer
Marcia Haydée,['El baile de la Victoria'],Mujer
Marcia Layton,['La mansión de Cthulhu'],Mujer
Marcial Gómez,['Las estrellas están verdes'],Hombre
Marcial Álvarez,['Mi dulce'],Hombre
Marco Alamillo,['En Apatía: Secuelas del odio'],Hombre
Marco Antonio Florido,['Sica'],Hombre
Marco Cocci,['Mi dulce'],Hombre
Marco Corrientes,['La ignorancia de la sangre'],Hombre
Marco Cáceres,['La trinchera infinita'],Hombre
Marco Ezcurdia,['El refugio'],Hombre
Marco González,['La hora fría'],Hombre
Marco Martínez,['Planta 4ª'],Hombre
